titre,entreprise,description,localisation,date_publication,date_limite,nombre_postes,niveau_experience,niveau_etudes_requis,competences_cles,contrat_propose,teletravail,lien
Eca recrute des commerciaux en assurance -Votre futur commence ici !,Eca Assurances,"Rejoignez ECA, un leader dans le secteur du centre d'appel, et construisez votre avenir professionnel en intégrant notre équipe dynamique basée à Oujda ! Ce poste de commercial en assurance vous offre une opportunité...",Oujda (Maroc),08.01.2025,08.03.2025,Postes proposés: 4,De 1 à 3 ans,Bac +2,"[""Assurance (métiers de l')""]",Autre,Non,https://www.rekrute.com/offre-emploi-eca-recrute-des-commerciaux-en-assurance--votre-futur-commence-ici-recrutement-eca-assurances-oujda-167563.html
Contrôleur de Gestion Sociale (H/F),Sol30,"Rattaché au DRH Groupe, le Contrôleur de Gestion sociale interviendra, en liaison avec les équipes paies, les RH des BU et les équipes de la DAF pour : Mettre à jour mensuellement les tableaux de bord par...",Casablanca (Maroc),,,,De 3 à 5 ans,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-controleur-de-gestion-sociale-hf-recrutement-sol30-casablanca-166947.html
Assistante logistique,Manpower Agences,"Nous recrutons pour le compte de notre client opérant dans le secteur industriel, une assistante logistique en contrat d'intérim sur Mohammedia. Mission principales : - Organiser et planifier la réception des...",Mohammedia (Maroc),08.01.2025,08.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,"['Achats ', ' Supply Chain']",Intérim,Non,https://www.rekrute.com/offre-emploi-assistante-logistique-recrutement-manpower-agences-mohammedia-167559.html
Comptable (H/F),Sorec,"Rattaché(e) à la Département financier et comptable, votre mission sera de comptabiliser les opérations financières et fiscales de la SOREC, en veillant à l'exactitude des enregistrements et au respect des...",Rabat (Maroc),08.01.2025,08.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +2,"['Gestion ', ' Comptabilité ', ' Finance']",CDI,Non,https://www.rekrute.com/offre-emploi-comptable-hf-recrutement-sorec-rabat-167558.html
Régleur Sinistre – Télétravail 2jrs/semaine,AXA Services Maroc,"En qualité de Régleur sinistre, votre mission principale serait d'assurer un niveau de prestations de gestion des sinistres de qualité conformément aux objectifs quantitatifs et qualitatifs du pôle en recherchant la...",Rabat / Technopolis (Maroc),08.01.2025,08.03.2025,Postes proposés: 30,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-regleur-sinistre-teletravail-2jrssemaine-recrutement-axa-services-maroc-rabat-technopolis-167557.html
Commercial – Prime allant jusqu’à 8000 dhs,AXA Services Maroc,"En qualité de Commercial en Assurance, vous serez amené à : Contribuer au développement du portefeuille client par la vente de services et produits d'assurance, Établir des devis dans l'objectif de les...",Rabat / Salé Technopolis (Maroc),08.01.2025,08.03.2025,Postes proposés: 30,De 1 à 3 ans,Bac +2,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-commercial-prime-allant-jusqua-8000-dhs-recrutement-axa-services-maroc-rabat-sale-technopolis-167556.html
Rejoignez l'Aventure : Axa Recrute des Talents Pour Son Nouveau Site,AXA Services Maroc,"En qualité de Régleur sinistre, votre mission principale serait d'assurer un niveau de prestations de gestion des sinistres de qualité conformément aux objectifs quantitatifs et qualitatifs du pôle en recherchant la...",Kénitra (Maroc),08.01.2025,08.03.2025,Postes proposés: 30,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-rejoignez-laventure-axa-recrute-des-talents-pour-son-nouveau-site-recrutement-axa-services-maroc-kenitra-167555.html
Chargé(e) de support informatique H/F (parfaitement francophone),Genius Services,Nous recrutons pour l’implantation de notre centre interne au Maroc des chargés de support informatique qui ont pour missions :  1. Réception des appels téléphoniques : o Assurer la prise en charge rapide des appels...,Casablanca (Maroc),08.01.2025,08.03.2025,Postes proposés: 2,Débutant,Bac +2,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-chargee-de-support-informatique-hf-parfaitement-francophone-recrutement-genius-services-casablanca-167554.html
Ingénieur commercial industries,Domino HR Morocco,"• Mettre en œuvre la stratégie commerciale chez les industries (cimenteries, mines, agro-alimentaire, etc.) • Délivrer des résultats rapides en termes d’augmentation du chiffre d’affaires • Identifier...",Casablanca (Maroc),08.01.2025,08.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Commercial ', ' Vente ', ' Export']",CDI,Non,https://www.rekrute.com/offre-emploi-ingenieur-commercial-industries-recrutement-domino-hr-morocco-casablanca-167553.html
Chef de projets immobiliers,Al Hoceinia,Suivi des travaux: - Suivre la production et la validation de la documentation technique APS /APD / DCE / Marchés - Suivre l’avancement détaillé des travaux des projets - Veiller au respect des plannings et des coûts...,Casablanca (Maroc),08.01.2025,08.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,"['Immobilier ', ' Promotion (métiers de)']",CDI,Non,https://www.rekrute.com/offre-emploi-chef-de-projets-immobiliers-recrutement-al-hoceinia-casablanca-167552.html
Téléconseiller(e) en immobilier,Al Hoceinia,Le téléconseiller a pour mission de : • Gérer les appels entrants tout en suivant la charte d'accueil téléphonique établie. • Enregistrer de manière précise les détails des...,Casablanca (Maroc),08.01.2025,08.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +2,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-teleconseillere-en-immobilier-recrutement-al-hoceinia-casablanca-167551.html
Juriste,,"Préparation des différents actes juridiques (constitution, modification du capital social, changement du siège social, changement de dénomination ou de forme juridique ...etc.); Gestion des formalités légales...",Casablanca (Maroc),08.01.2025,08.03.2025,Postes proposés: 3,Moins de 1 an,Bac +5 et plus,"['Audit ', ' Conseil']",CDI,Non,https://www.rekrute.com/offre-emploi-juriste-recrutement-confidentiel-casablanca-167550.html
Technicien Agricole,BAAM Construction,"Assurer le suivi des cultures (irrigation, fertilisation, protection des cultures). Conseiller et accompagner les agriculteurs dans la gestion de leurs exploitations. Participer à la mise en place des techniques agricoles modernes et...",Marrakech (Maroc),08.01.2025,08.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +2,"[""Agriculture (métiers de l')""]",CDI,Non,https://www.rekrute.com/offre-emploi-technicien-agricole-recrutement-baam-construction-marrakech-167548.html
Directeur de Restaurant H/F,McDonald's Maroc,"Responsable d’un centre de profit, il est garant de la gestion globale du restaurant : managériale, opérationnelle, financière, commerciale, sécuritaire, et des ressources humaines, notamment quant à la formation et...",Tout le Maroc (Maroc),08.01.2025,10.02.2025,Postes proposés: 5,De 5 à 10 ans,Bac +3,"['Hôtellerie ', ' Restauration (métiers de)']",CDI,Non,https://www.rekrute.com/offre-emploi-directeur-de-restaurant-hf-recrutement-mcdonalds-maroc-tout-le-maroc-166888.html
Assistante Administrative Anglophone_ Contrat de mission,Manpower Agences,Nous cherchons pour le compte de notre client Une Assistante Administrative Anglophone et expérimentée pour missions : Accueillir une clientèle Filtrer des appels téléphoniques Organiser le planning d'un...,CASABLANCA (Maroc),08.01.2025,08.03.2025,Postes proposés: 5,De 1 à 3 ans,Bac +3,"['Assistanat de Direction ', ' Services Généraux']",Autre,Non,https://www.rekrute.com/offre-emploi-assistante-administrative-anglophone_-contrat-de-mission-recrutement-manpower-agences-casablanca-167547.html
Responsable Etudes Industrie (H/F),VINCI Energies Afrique de l'Ouest,"Nous sommes à la recherche d'un(e) Responsable Etudes spécialisé en électricité, automatisme et informatique industrielle qui aura pour missions : Supervision intégrale des appels d’offres, de la...",Casablanca (Maroc),08.01.2025,08.03.2025,Postes proposés: 2,De 3 à 5 ans,Bac +5 et plus,['Electricité'],CDI,Non,https://www.rekrute.com/offre-emploi-responsable-etudes-industrie-hf-recrutement-vinci-energies-afrique-de-louest-casablanca-167546.html
Comptable _FES (H/F) - Mission de 3 mois,Manpower Agences,"Rattaché(e) au Directeur Administratif et Financier, parmi vos principales missions • Enregistrer les opérations comptables quotidiennes • Préparer la clôture des comptes annuels avant de les faire vérifier par...",Fès (Maroc),08.01.2025,08.03.2025,Postes proposés: 10,De 1 à 3 ans,Bac +3,"['Gestion ', ' Comptabilité ', ' Finance']",Autre,Non,https://www.rekrute.com/offre-emploi-comptable-_fes-hf---mission-de-3-mois-recrutement-manpower-agences-fes-167545.html
Formateur BtoB Sales expérimenté,Concentrix (Webhelp),"Pour le compte de notre client, nous recherchons un formateur expérimenté en BtoB   Mission :   Participer au développement du portefeuille clients existants ou potentiels Alimenter et adapter les offres...",Rabat (Maroc),07.01.2025,07.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +3,['Call Centers (métiers de)'],CDI,Non,https://www.rekrute.com/offre-emploi-formateur-btob-sales-experimente-recrutement-concentrix-webhelp-rabat-167544.html
Stagiaires ICT-PFE 2025,Akkodis Maroc,Nous cherchons des PFE en : Salesforce . Net  Java Python    Magento    C++   JS PHP,Casablanca (Maroc),07.01.2025,07.03.2025,Postes proposés: 40,Débutant,Bac +5 et plus,"['Informatique ', ' Electronique']",Stage,Non,https://www.rekrute.com/offre-emploi-stagiaires-ict-pfe-2025-recrutement-akkodis-maroc-casablanca-167542.html
Stagiaires RH/Recrutement/Finance/Achat -PFE 2025 (Casablanca & Tanger),Akkodis Maroc,Nous cherchons des PFE en :  RH Recrutement Finance Achat,Casablanca (Maroc),07.01.2025,07.03.2025,Postes proposés: 10,Débutant,Bac +5 et plus,"['Gestion ', ' Comptabilité ', ' Finance']",Stage,Non,https://www.rekrute.com/offre-emploi-stagiaires-rhrecrutementfinanceachat--pfe-2025-casablanca-tanger-recrutement-akkodis-maroc-casablanca-167541.html
Stagiaires Aéronautique/Automobile/Ferroviaire -PFE 2025,Akkodis Maroc,Nous cherchons des PFE en : Aéronautique Automobile Ferroviaire,Casablanca (Maroc),07.01.2025,07.03.2025,Postes proposés: 50,Débutant,Bac +5 et plus,"['Méthodes ', ' Process ', ' Industrialisation']",Stage,Non,https://www.rekrute.com/offre-emploi-stagiaires-aeronautiqueautomobileferroviaire--pfe-2025-recrutement-akkodis-maroc-casablanca-167540.html
Support It Desk Francophone,,"Sous la responsabilité du Help-Desk Manager, vous gérez l'accueil et l'assistance informatique téléphonique des utilisateurs du groupe. A ce titre, vos principales missions s'articulent autour des axes suivants : -...",Casablanca (Maroc),07.01.2025,06.02.2025,Postes proposés: 10,De 1 à 3 ans,Bac +3,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-support-it-desk-francophone-recrutement-confidentiel-casablanca-166824.html
Chargé Achat anglophone (H/F)_Intérimaire,Manpower Agences,"Vos principales missions sont : Animer les équipes achats pour la réalisation des objectifs individuels et collectifs, assurer leur montée en compétences ; Assurer une veille permanente pour anticiper les tendances et les...",Tanger (Maroc),07.01.2025,07.03.2025,Postes proposés: 4,De 1 à 3 ans,Bac +5 et plus,"['Achats ', ' Supply Chain']",Autre,Non,https://www.rekrute.com/offre-emploi-charge-achat-anglophone-hf_interimaire-recrutement-manpower-agences-tanger-167538.html
Project Manager Officer,UM6P - Université Mohammed VI Polytechnique,About the College of Agriculture and Environmental Sciences (CAES) The CAES is a component of the Science & Technology pole of the UM6P. It constitutes of a structure of higher education and practical-based research with a vision of solving real African...,Benguerir (Maroc),07.01.2025,07.03.2025,Postes proposés: 1,De 3 à 5 ans,Bac +5 et plus,['Enseignement'],CDI,Non,https://www.rekrute.com/offre-emploi-project-manager-officer-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-167537.html
Développeur Python - DevOps (H/F),Sofrecom Maroc,"Mission: L’objectif de la mission est de réaliser, principalement, les activités suivantes : Mise en place jusqu’à la production des versions applicatifs et outillages adaptés du socle d’usine à...",Casablanca (Maroc),07.01.2025,03.03.2025,Postes proposés: 1,De 5 à 10 ans,Bac +5 et plus,"['Informatique ', ' Electronique']",CDI,Non,https://www.rekrute.com/offre-emploi-developpeur-python---devops-hf-recrutement-sofrecom-maroc-casablanca-167396.html
Chef D'Agence - Driouech,Fondation Arrawaj,"Fondation ARRAWAJ, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences. Dans le cadre...",Nador (Maroc),07.01.2025,07.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-chef-dagence---driouech-recrutement-fondation-arrawaj-nador-167536.html
Chef D'Agence - Moulay abdallah,Fondation Arrawaj,"Fondation ARRAWAJ, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences. Dans le cadre...",El Jadida (Maroc),07.01.2025,07.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-chef-dagence---moulay-abdallah-recrutement-fondation-arrawaj-el-jadida-167535.html
Chef D'Agence - Oualidia,Fondation Arrawaj,"Fondation ARRAWAJ, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences. Dans le cadre...",Oualidia (Maroc),07.01.2025,07.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-chef-dagence---oualidia-recrutement-fondation-arrawaj-oualidia-167534.html
Chef D'Agence - Safi,Fondation Arrawaj,"Fondation ARRAWAJ, est un acteur économique et social majeur dans le secteur de la micro-finance, elle s’appuie sur un capital humain fort de plus de 2000 collaborateurs, réparti sur un réseau de plus de 208 agences. Dans le cadre...",Safi (Maroc),07.01.2025,07.03.2025,Postes proposés: 1,De 1 à 3 ans,Bac +5 et plus,['Banque (métiers de la)'],CDI,Non,https://www.rekrute.com/offre-emploi-chef-dagence---safi-recrutement-fondation-arrawaj-safi-167533.html
